institution,institution_fullname,title,abstract,author,firstname_lastname,year,program,Category,prob_EEE
Guelph,University of Guelph,The Organ Proteome Atlas of Cryptococcus neoformans Defines Novel Putative Biomarkers and Druggable Targets.,"Cryptococcus neoformans is a fungal pathogen that most commonly infects immunocompromised individuals, killing over 120,000 people each year. Current diagnostic methods are ill-suited for utilization in less developed geographical regions where C. neoformans is most prevalent. Similarly, current treatment options, without undesirable side effects for the host, are limited due to similarity of C. neoformans targets to the host, as a eukaryotic organism. Growing antifungal resistance in C. neoformans populations also contributes to the shrinking pool of effective therapeutics. In this Thesis, I developed and utilized a murine model of C. neoformans infection and, using state-of-the-art mass spectrometry-based proteomics, profiled both the host and pathogen proteome from temporal and spatial perspectives. From this analysis, I constructed the 'CProteo Atlas' a publicly available resource containing in vivo infection data to enhance validation of in vitro findings. I demonstrated the dynamic nature of C. neoformans infection, showing proteome remodeling in a time and organ dependent manner. Next, I examined the ability of C. neoformans to infiltrate the central nervous system of the host by crossing the blood brain barrier. I identified a putative role for alpha-amylase in blood brain barrier crossing and as a novel biomarker for early infection. Finally, I examined the role of the spleen during C. neoformans infection, characterizing time-based biomarker signatures for both host and pathogen proteins, proposing multiple novel biomarkers of infection. Overall, this thesis contributes to our knowledge of C. neoformans pathogenesis, identifies novel biomarkers of infection, and proposes new durable targets with key roles during in vivo infection.","Muselius, Benjamin.",Benjamin Muselius,2024,PhD,other,0.36743958536925325
Guelph,University of Guelph,The Pareto Eigenvalue Problem.,"The Pareto eigenvalue problem has attracted the attention of researchers from a variety of different backgrounds. While it can be stated easily, it has proven to be challenging to determine some of its basic properties. Since the Pareto eigenvalue problem was first introduced, many researchers have been interested in determining the Pareto capacity, which is the maximum number of Pareto eigenvalues a real $n \times n$ matrix can have. In this thesis, we analyse the Pareto eigenvalue problem from varying approaches, utilizing theory from different areas of mathematics. We explore the use of semialgebraic geometry for general linear algebra. Then we use semialgebraic geometry to gain a better understanding of the properties of Pareto eigenvalues. We define a semialgebraic set of the real $n \times n$ matrices, called the principally simple matrices, where all matrices in a connected component of the principally simple matrices have the same number of Pareto eigenvalues. Using semialgebraic geometry, we show that the Pareto capacity is, in theory, computable but not currently tractable. The Pareto capacity is only known for $n=1,2$ and $3$. We show how perturbation theory and exhaustive computational searches could be applied to the Pareto eigenvalue problem. Combining these techniques, we are able to show that a principally simple matrix with the maximum number of Pareto eigenvalues for $n = 4$ exists. Additionally, we decrease the upper bound for the Pareto capacity for $n \geqslant 5.$ Many researchers have developed numerical methods to try and find a Pareto eigenvalue for any given matrix. We attempt to improve some of these methods by using population-based optimization algorithms.","Kielstra, Thomas.",Thomas Kielstra,2023,PhD,other,0.2657732871776428
Guelph,University of Guelph,The Peaks and Valleys of Connection - Lessons from Smart Village Initiatives and Supportive Policies in the EU and UK for a Canadian Context.,"Limited by an incoherent government policy regime towards rural connectivity and development, rural communities across Canada, especially in mountainous regions, struggle to access and implement innovative technologies and strategies to address local development needs. Meanwhile, The European Union (EU) and United Kingdom (UK) have begun to experiment with Smart Village policy and pilot projects. Using a mixed methods approach, this research investigates how the Smart Village approach has been employed in the EU and UK to support rural development in mountainous regions. The research findings are a culmination of a content analysis of EU and UK rural development policies and a case study of Smart Village initiatives in the Scottish Highlands and Uplands. Research findings demonstrate the intersection of geography, technology, and policy in rural development, providing several transferable lessons for Canadian policy makers and mountainous communities seeking enhance development outcomes through place and participatory based strategies.","Glassford, Blake.",Blake Glassford,2023,MSc,other,0.16252278569696388
Guelph,University of Guelph,"The Pulse of it: the Effects of Dietary Pulse Inclusion up to 45% on Cardiac Function, Fasted Sulfur Amino Acid Status, Body Composition, and Hematological and Biochemical Measurements in Healthy Adult Dogs.","Due to the increasing global demand for dietary protein, it is necessary to investigate protein alternatives that are sustainable in regard to nutritional requirements and environmental impact. Pulse ingredients are an attractive protein alternative often used in grain-free or plant-based canine diets, however, in recent years pulses have been speculated to be associated with dilated cardiomyopathy in dogs. Therefore, this thesis was focused to investigate the effects of incremental pulse inclusion from 0 to 45% in micro and macronutrient balanced diets on canine cardiac and metabolic health. After 20 weeks of feeding, the inclusion of dietary pulses did not have negative effects on cardiac function, sulfur amino acid status, lean body mass or gross measures of health in healthy adult dogs. These results support that pulse ingredients, specifically in combination with each other up to 45% inclusion, are safe for canine consumption.","Singh, Pawanpreet.",Pawanpreet Singh,2022,MSc,other,0.4211600081682758
Guelph,University of Guelph,The RNA Helicase DDX28 Acts as a Tumour Suppressor in Breast Cancer and Influences Bioenergetics in Hypoxia.,"Hypoxia refers to a deficiency in oxygen delivery to tissues and has been associated with many pathophysiological processes, including cancer. As a characteristic component of the tumour microenvironment, hypoxia leads to increased metastasis, poorer patient prognosis and resistance to treatments. The master regulators of oxygen homeostasis in mammalian cells are the hypoxia-inducible transcription factors (HIF) 1α and 2α. HIF-2α has been implicated not only in transcription, but also as a member of the eukaryotic initiation factor 4E2 (eIF4E2)-directed hypoxic translation machinery. Oxygen is required for oxidative phosphorylation (OXPHOS), which eukaryotic cells use to generate high levels of ATP, therefore, cells must switch to the less efficient glycolytic pathway in glycolysis. That said, a growing body of evidence demonstrates that the balance between glycolysis and OXPHOS utilization differs by cell type. Previously, we have seen an increase in cancerous phenotypes such as the translation of eIF4E2 target mRNAs, HIF-2α protein levels, cell proliferation and viability upon DDX28 depletion in hypoxia. This led us to suggest that DDX28 acts as a tumour suppressor in hypoxia, but the mechanism behind how it did so was unknown. Here, we hypothesize that the dysregulation of DDX28 levels in hypoxia leads to an increase in cancerous phenotypes. We show that many cancerous cell lines have decreased DDX28 levels compared to a non-cancerous cell line. Subsequently, we show that cell viability, migration, growth and invasion are influenced by DDX28 overexpression (OE) in U-87 MG human glioblastoma and MDA-MB-231 breast cancer cell lines and 3-D tumour models. Additionally, we examine these same phenotypes after treatment with OXPHOS and glycolysis inhibitors. By measuring the abundance of glycolysis and OXPHOS-associated mRNAs and the ratio of mitochondrial versus glycolytic ATP production, we reveal that DDX28 OE alters cellular bioenergetics. After consistently observing opposite effects of DDX28 OE in either cell line, we conclude that DDX28 acts as a tumour suppressor in MDA-MB-231, but not U-87 MG cells. Overall, this research defines previously uncharacterized functions of DDX28, contributes to the ongoing research on the complexities underlying how cell bioenergetics affects cancer, and provides fertile ground for future research into how this could be leveraged for treatment strategies.","Bebenek, Olivia.",Olivia Bebenek,2024,PhD,other,0.2954743757093615
Guelph,University of Guelph,The Relationship Between Abiotic Stresses and the Empetrum and Kalmia Heaths of Central and Southern Newfoundland.,"Plant communities are shaped by stressful conditions, including negative biotic interactions and abiotic stress. In Newfoundland, Empetrum and Kalmia heaths differ in their exposure to abiotic stresses, including wind exposure. I examined how these differences in abiotic stress exposure affected the community composition and functional diversity of Empetrum and Kalmia heath communities in central and southern Newfoundland. I also explored the functional strategies of three key species: Empetrum nigrum, Kalmia angustifolia, and Vaccinium angustifolium. I found that variation in wind speed frequently explained differences in the community composition and functional diversity between the Empetrum and Kalmia heaths. I also observed that the three species adopted a similar strategy in the Empetrum heaths, which suggested that a set of traits was important within these heaths. In Kalmia heaths, I found the three species diverged in their functional traits, indicating the importance of limiting similarity to promote coexistence within these heaths.","Mitsui, Kyomi.",Kyomi Mitsui,2024,MSc,EEE,0.8576122343134542
Guelph,University of Guelph,The Role of Astrocyte Neuronal Metabolic Coupling in the Anterior Cingulate Cortex in the Perception and Behavioural Response to Continuous Inflammatory Pain in Mice.,"Chronic pain is a complex, debilitating, and unfortunately common disease that has been shown to correspond with significant changes in neuronal structure and function in emotion-related brain regions. While mounting evidence indicates that astrocyte-neuronal lactate shuttling (ANLS) is necessary for learning-induced neuroplasticity, the role of this mechanisms in pain-induced neuroplasticity remained unknown. To determine the involvement of ANLS in pain this thesis investigated if astrocyte-neuronal metabolic coupling in the anterior cingulate cortex (ACC) is necessary for the perception and behavioural response to continuous inflammatory pain. To study this, adult male C57BL/6 mice received hind paw injections of formalin or Complete Freund's Adjuvant to induce continuous or chronic inflammatory pain, respectively. It was found that the expression of MCT4, a lactate transporter located on astrocytes, was significantly elevated in the ACC in both continuous and chronic inflammatory pain states. Accordingly, antisense-oligodeoxynucleotide mediated knockdown of MCT4 in the ACC was able to significantly reduce continuous inflammatory pain, without affecting acute pain or general motor abilities. Administration of lactate into the ACC following MCT4 knockdown was able to rescue continuous pain perception and behaviours. Together these results provide substantial evidence supporting the necessary role of lactate release from astrocytes in the ACC in the perception and behavioural response to continuous inflammatory pain, and identifies ANLS as a potential target for novel chronic pain treatments.","Scherer, Kaitlin.",Kaitlin Scherer,2022,MSc,other,0.28466022312797623
Guelph,University of Guelph,The Role of Chicken Gamma Delta T Cells in Immunity Against Marek's Disease Virus.,"Gamma delta (γδ) T cells play key biological functions in immunity against pathogens and tumors in many species. γδ T cells recognize various antigens via their T cell receptor (TCR), natural killer (NK) receptors, and pattern recognition receptors (PRRs). These cells produce cytokines and release cytotoxic granules in mammals whereas the activation mechanisms of chicken γδ T cells have not been elucidated. In chickens, the involvement of γδ T cells in immunity against Marek's disease virus (MDV) infection has been suggested. Marek's disease (MD) is a malignant lymphomatous disease of chickens caused by MDV. Due to its highly cell-associated feature, cell-mediated immunity is believed to be critical for protection against MDV replication, dissemination, and tumor formation. Although an increase in interferon (IFN)-γ- or interleukin (IL)-10-expressing γδ T cells in MDV-challenged chickens has been observed, detailed functions of these cells in MDV immunity or pathogenesis have remained underexplored. Therefore, the aims of the studies presented in this thesis were to examine activation mechanisms of γδ T cells and their functional roles in immunity against MDV. Our studies revealed that Cytosine-phosphate-Guanine-Oligodeoxynucleotide (CpG-ODN) 2007 induced IFN-γ secretion by TCR-stimulated γδ T cells. Further, the results of splenocyte or sorted γδ T cell culture in presence of Polyriboinosinic polyribocytidylic acid (poly(I:C)) suggested that IFN-γ production by poly(I:C)-stimulated γδ T cells requires other signals from non-γδ T cells. Subsequently, γδ T cells were characterized in MDV-vaccinated and -challenged chickens. The involvement of γδ T cells producing IFN-γ and transforming growth factor (TGF)-β in immunity conferred by MDV vaccines was suggested. Further, the role of IFN-γ-producing γδ T cells in immunity against MDV infection was evaluated and these cells were shown to contribute to immunity against MD. Lastly, the effect of the tumor microenvironment (TME) on γδ T cells was investigated. The results suggested that activated γδ T cells including IFN-γ-producing splenic γδ T cells are suppressed in the TME generated by MDV. Overall, the studies in this thesis demonstrate activation mechanisms of chicken γδ T cells and their involvement in protective immunity against MDV.","Matsuyama, Ayumi.",Ayumi Matsuyama,2023,PhD,other,0.1487484392848326
Guelph,University of Guelph,The Role of Connection in a Clinical Sample of Mothers Experiencing Conflict in Their Relationship with Their Child.,"The purpose of this study was to explore the phenomenon of parent-child connectedness in tandem with parent-child conflict in families accessing therapeutic interventions to address conflict in their relationship. To date, there is limited research that explores parent-child conflict and parent-child connection together in clinical samples. Further, a prominent gap in the literature exists surrounding processes of parent-child connection specifically during the developmental stage of middle childhood where parent-child conflict is typically high (Laursen et al., 1998; Shanahan et al., 2007). Therefore, this study aimed to gain a stronger understanding of the experience of connection and conflict specifically during the stage of middle childhood. Mothers from 11 families were interviewed about their experiences of conflict and connection in their relationships with their children aged 7-12, to explore the meanings ascribed to these interactions. Theoretically informed by social relational theory, this research was guided methodologically by interpretative phenomenological analysis. Five themes emerged from the analysis including: (1) mothers reflecting on their experiences of closeness, (2) mothers appraising their parenting ability, (3) mothers maintaining closeness in the relationship, (4) mothers reflecting on how conflict influences feelings of (dis)connection, and (5) mothers repairing and rebuilding connection after conflict. The findings from this study expand on current research that suggests that the process of parent-child connection and conflict are complex. The mothers in this study experienced strong feelings of connection to their children, even though they also experience high levels of persistent conflict. These and other findings, including significant contributions of the study, are discussed in relation to the existing literature. Strengths and limitations of the study as well as implications for clinical practice are also addressed.","Twigger, Kaitlin.",Kaitlin Twigger,2022,PhD,other,0.10443316049412821
Guelph,University of Guelph,The Role of Fc3TSR in Remodeling the Tumor Microenvironment and Enhancing Immunotherapies in Advanced Stage Ovarian Cancer.,"Ovarian tumors exhibit excessive pro-angiogenic stimuli, leading to disorganized blood vessel networks. These chaotic vasculature patterns have numerous implications, including elevated interstitial fluid pressure (IFP), tissue hypoxia, and poor tissue perfusion, hindering drug and immune cell delivery. Our lab engineered Fc3TSR, a fusion protein connecting two segments (3TSR) of the anti-angiogenic compound thrombospondin-1 (TSP-1) with a nonimmunostimulatory human IgG domain, to normalize vasculature. We hypothesized that Fc3TSR would remodel the tumor microenvironment to improve the efficacy of immunotherapies. Using an orthotopic syngeneic mouse model of epithelial ovarian cancer, Fc3TSR led to vascular normalization, reduced tumor hypoxia, reduced IFP, and reanimated intratumoral lymphatic vessels. Moreover, combining Fc3TSR with checkpoint inhibitors reduced tumor weight and secondary lesions, though not significantly more than Fc3TSR alone. Additionally, there was an increase in the migration of immune cells, with the majority showing enhanced infiltration toward the tumor and the lymph node compared to the control.","Lauks, Sylvia.",Sylvia Lauks,2024,MSc,other,0.12482635328939451
Guelph,University of Guelph,The Role of Historical and Contemporary Evolutionary Processes on the Availability of Genetic Variation in Arctic charr (Salvelinus alpinus).,"Genetic variation is a fundamental resource for evolution, but its timing of origin and availability for selection are not completely understood. I examined evolutionary and developmental mechanisms that influence the availability of genetic variation in Arctic charr (Salvelinus alpinus). My first research focus was to determine if large-scale chromosomal rearrangements (CR) influence genetic and morphological divergence among different populations. I characterized the diversity of CR in Canadian and Icelandic populations from two glacial lineages and inferred when this variation arose relative to the post-glacial evolutionary history of the species. I detected several types of polymorphic CR including Robertsonian fusions/fissions through comparisons of sex-specific genetic linkage maps. The observation that CR variation is largely shared across populations and between sympatric morphs suggests that standing (historical) genetic variation in CR plays a limited role in genetic divergence and contemporary patterns of phenotypic divergence in Arctic charr. My second research focus was to determine if developmental processes have an effect on the genetic architecture of important morphological traits underlying adaptive divergence within populations. Here, the goal was to determine if the genetic architecture of morphological traits related to resource use change over ontogeny (age) and between environments (dietary specialization). To address this goal, I conducted quantitative trait locus (QTL) analysis on morphological traits in families from sympatric morphs originating from two Icelandic lakes at two ages and reared on two ecologically relevant diet treatments. I found that age and diet influence the values of morphological traits and that QTL change over age and across diet. This suggests that developmental processes greatly influence the genetic variation of morphological traits available for selection. I also assessed whether the genetic architecture of morphological traits depends on allometric relationships between body shape and size. The observation that the retention or minimization of the allometric component of shape variation has little effect on genetic architecture suggests that there is limited genetic variation for allometry, thus reducing variation available for selection. Overall, my thesis illustrates that the availability of genetic variation for evolutionary change is influenced by evolutionary history and developmentally mediated effects on genetic architecture.","Ouellet-Fagg, Christine.",Christine Ouellet-Fagg,2023,PhD,EEE,0.8315383660587612
Guelph,University of Guelph,The Role of Leaf Out Timing and Vinca Minor Invasion on a Deciduous Understory Plant Community.,"Exotic plant invasions threaten biodiversity and ecosystem health. This thesis investigates the effects of the invasive plant Vinca minor on the forest plant community composition under current and future climate scenarios. Field surveys at a longstanding invasion revealed that Vinca minor reduces plant diversity and alters plant community composition while increasing soil sulfur and calcium levels. To assess current and future impacts, a mesocosm experiment simulated leaf-out times expected under climate change, employing shade and Vinca minor invasion treatments. Results suggest shade and invasion levels did not alter plant community composition or diversity. However, they impacted the growth of specific species. Notably, the presence of Vinca minor had no impact on natives Fallopia cilinodis and Acer spp. but benefited the invasive Galeopsis tetrahit. These studies suggest that Vinca minor can reduce native plant diversity and may differently affect native and exotic plants, with impacts potentially changing as climate conditions evolve.","Karhi, Katja.",Katja Karhi,2024,MSc,EEE,0.8518245543613301
Guelph,University of Guelph,The Role of Metacognition in Test Potentiated New Learning.,"This thesis examined the role of metacognition in test potentiated new learning (TPNL). TPNL refers to the benefit of testing one set of material on memory for new material. Metacognition refers to one's knowledge about memory processes. Metacognition may lead to adjusting encoding processes that optimize memory performance. Transfer appropriate processing (TAP) exemplifies metacognition by assuming that the magnitude of TPNL depends on the similarity of the processes engaged by retrieval practice and a later test. In Experiment 1.1, two successive lists of words were studied. Recall of the first list was cued between groups either orthographically or semantically. The cues on the second list comprised a mixture of the two cue types. There was some support for TAP in that recall for the second list of words cued semantically was greater for the group that had been cued semantically on the first list. Experiment 1.1 also showed that orthographic cues were more effective than semantic cues overall, but that advantage was eliminated when semantic cues were used on the first list. Experiment 1.2 demonstrated that when the first list included a mixture of orthographic and semantic cues, there was no difference in effectiveness of those cue types on second list recall. Experiment 1.3 varied List 1 and List 2 cues between subjects. TPNL occurred without evidence for TAP. Experiments 2.1 and 2.2 tested TAP by manipulating the match between initial and final test formats (cued recall or free recall of word-pair targets) as well as instructions about the final test format. Recall was better when the two test formats matched than when they did not. Instructions benefitted cued-recall when the first test was cued-recall and benefitted free recall regardless of the first list review type. Experiment 2.3 showed that test expectation increases when participants are initially tested on List 1. When groups do not expect a final test, there was no benefit for interim testing relative to restudy. These results were discussed with reference to metacognitive theories of TPNL.","Carvalho, Monique.",Monique Carvalho,2023,PhD,other,0.4299008891442768
Guelph,University of Guelph,The Role of Muscarinic Receptors in the Destabilization and Updating of Contextual Fear Memories.,"This thesis explores the mechanisms underlying the destabilization and updating of strongly encoded fear memories, implicating potential therapeutic targets for maladaptive memories in conditions like PTSD and phobias. Initially, we identify the conditions for destabilizing resistant fear memories in male rats, revealing that exposure to salient novelty or activation of muscarinic receptors during memory reactivation induces the destabilization of strongly-encoded contextual fear memories. Following this, we explore the dynamics of memory updating by exposing rats to alternate contexts post-reactivation in a novel fear memory updating paradigm. Our findings suggest that post-reactivation exposure to contextual information enables the updating of contextual fear memories to new contexts, a process found to be reactivation- dependent, persistent over time and requires M1 muscarinic receptors. Collectively, this work highlights the role of muscarinic receptor signaling in modulating fear memory destabilization and updating, which could be a potential mechanism to enhance therapeutic interventions for maladaptive memories.","Abouelnaga, Karim.",Karim Abouelnaga,2023,MSc,other,0.07699658015791866
Guelph,University of Guelph,The Role of Store-Operated Calcium Entry in Transcription Factor Activation and in Accelerated Differentiation of Induced Pluripotent Stem Cell-Neural Progenitor Cells Derived from Bipolar Disorder Patients.,"Calcium (Ca2+) is a pivotal signaling molecule in non-excitable and excitable cells. In neurons, it regulates processes from transcription to excitability. Though they have specialized Ca2+ channels that influx massive amounts of this cation during activity, these channels are closed during rest. So, to regulate smaller oscillations, neurons use store-operated Ca2+ entry (SOCE). This mechanism utilizes the ER Ca2+ sensor STIM and the Ca2+ channel ORAI for influx after Ca2+ stores in the ER are depleted. This influx is known to regulate transcription, differentiation, survivability, and excitability, among other processes. Since the various roles SOCE contributes to are cell type-specific, we wanted to assess its impact on transcription and differentiation with a model seldom used for SOCE-specific research: human-derived neural progenitor cells (NPCs). SOCE is known to modulate activity of transcription factors such as NFAT and Sp4. We sought to test whether CREB, a crucial transcription factor in neurogenesis, could be modulated by SOCE. We found that CREB was phosphorylated as soon as five minutes after SOCE activation, though not by one of its canonical pathways. We also found that SOCE activation contributed broadly to transcription as its activation upregulated several immediate early genes. If SOCE indeed influences neurogenesis in this way, dysregulation in the brain could contribute to neurodevelopmental disease. Though Ca2+ signaling is known to be dysregulated in bipolar disorder (BD), few studies have explored potential SOCE dysregulation in cells derived from these patients. We uncovered an attenuation in SOCE-specific Ca2+ influx in BD-derived NPCs (BD-NPCs) that was dependent on differentiation. From this we explored neurodevelopmental deficits in these cells, which included a unique transcriptome, upregulated microRNAs, reduced rate of proliferation, increased migration, longer neurite outgrowth, and abnormal subventricular structures after generating BD organoids. This all suggests that BD pathophysiology may begin long before symptoms of the disease present in early adulthood. Continuing to study the impact SOCE has on NPCs and how dysregulated neurodevelopmental processes in BD-NPCs contribute to disease could uncover new cell signaling pathways and potential therapeutics for the disease.","Hewitt, Tristen.",Tristen Hewitt,2022,PhD,other,0.179576602576084
Guelph,University of Guelph,"The Spaces of the Blue Economy in Mauritius: Exploring Meanings, Justice and Coastal Livelihood Dynamics.","As a promise for the sustainable development of marine space, the blue economy regroups old and new ocean-related sectors and seeks to reconcile diverse and often contradictory uses under one umbrella, with the claim to benefit people and the planet. Yet, its association with the rationalization and transformation of marine space has important social and environmental justice implications for coastal communities and small-scale fishers. The aim of this dissertation is to evaluate how the blue economy is transforming coastal and marine space in Mauritius. This is carried out through three objectives: 1) to identify the different discourses relating to the blue economy in Mauritius, including their spatial and material implications; 2) to investigate how social justice and equity are conceptualized by state and non-state actors involved in the blue economy; and 3) to analyze intersections of the blue economy with marine-dependent coastal livelihoods in the Southeast of Mauritius. Through political ecological and cultural political economic approaches, the objectives are realized through a case study drawing on analysis of 200 policy and media documents; 70 interviews with state and non-state actors and coastal residents; and a purposive sampling survey (N=267) in Southeast communities. First, this dissertation finds that blue economy discourses and state spatial strategies are associated with the creation of an ocean-state imaginary and recenter state power, making the ocean amenable to investment and transforming historic socio-spatial relations within the republic. Second, this study finds that many state and some private sector actors share a concern for equity in the blue economy based on equal opportunity for all, primarily focusing on distribution and justice being mediated through development with multiple frames of justice. Finally, this dissertation finds that coastal, place-based and networked livelihoods in the Southeast of Mauritius are challenged by and challenge blue economy territorializations and spatial policies. This dissertation contributes to the critical geographic scholarship on the blue economy by engaging further with the role of the state and its differentiated articulations with capital, showing the spatialities associated with the blue economy at different scales and their implications for fostering just and sustainable futures.","Wiehe, Emilie.",Emilie Wiehe,2024,PhD,other,0.2764621405986015
Guelph,University of Guelph,The Squirrel Life Project: An Accessible Framework for Experiential Learning.,"High-quality educational experiences are critical to training the next generation of scientists, but traditional teaching methods (for example, lecturing) fail to provide equitable access, while high-impact methods are neglected despite evidence supporting best pedagogical practices. This thesis presents 1) the development of a scalable experiential learning initiative, The Squirrel Life Project, for large undergraduate courses based on experiential learning and citizen science frameworks, 2) the creation of a citizen science tool software prototype to expand and support The Squirrel Life Project, and 3) a discussion of the significance of integrating nature-based learning into higher education programs. The Squirrel Life Project facilitates high-quality experiential education and community-engaged science, while exposing a diversity of people to their natural surroundings with the goal of fostering human-nature connections.","Porter, Elizabeth.",Elizabeth Porter,2022,MSc,other,0.18198320877197394
Guelph,University of Guelph,The Study of Zinc Oxide Nanostructure Growth Under Various Conditions Using UV-Vis Spectroscopy and Scanning Electron Microscopy.,"We previously proved that the gravity and magnetic fields affect ZnO nano-biosensors. Here, a detailed investigation into the potential effects of gravity, reaction time, precursor concentration and presence of an external magnetic field across a range of temperatures on the morphology and optical properties of ZnO nanostructures was performed. The average dimensions and optical band gaps were estimated. Optimal growth occurred at 90°C in the presence of a magnetic field. The use of Ultraviolet-Visible (UV-Vis) spectroscopy to investigate the reaction kinetics of the synthesis of ZnO nanostructures at low temperature water was demonstrated. At higher temperatures a more detailed analysis is required due to rich UV-Vis spectra and that is one of the future directions of this study. Synthesis was performed at 20 to 90°C both against gravity (AG) and with gravity (WG). We established that gravity affects the equilibrium but not kinetics of nanostructure formation.","Clarke, Breanna.",Breanna Clarke,2024,MSc,other,0.19500148259236993
Guelph,University of Guelph,The Use of Dietary Probiotics in Horses: Microbial Activity during Antibiotic Treatment and Bacterial Characterization.,"Probiotics are a common supplement used in the equine industry despite lack of evidence for their efficacy. Probiotics are often provided to horses receiving antibiotics to protect against adverse effects such as a gut microbiome disturbance that can lead to gastrointestinal diseases. The purpose of this thesis was to evaluate the effect of probiotics in horses receiving concurrent antibiotic treatment. Sixteen horses were used in a four-way crossover design and given either 10 days of antibiotics, 28 days of probiotics, a combination of both, or none. Fecal samples were collected and analyzed for DNA sequencing, fecal scores, fecal pH, and fecal dry matter. Probiotics samples were also collected and cultured to determine bacterial species and populations. Results showed limited impact when supplementing probiotics during antibiotic treatment but had decreased fecal pH and increased bacterial populations of the Ruminococcaceae family that could potentially benefit the gut microbiota.","Lagounova, Maria.",Maria Lagounova,2022,MSc,other,0.36744483300009245
Guelph,University of Guelph,The Use of Facebook by Agricultural Communities of Practices in Sri Lanka for Knowledge Sharing and Learning in the Era of Misinformation.,"Sri Lankans use Facebook (Fb) to communicate and share information. The virtual communities of practices (VCoPs) share knowledge and build relationships while encouraging learning and providing opportunities for doing business. Yet, online misinformation circulation threatens the information-sharing and learning process within VCoPs. Therefore, members of Fb communities could be easy targets of misinformation. This study explores how knowledge sharing and learning occur within Fb Virtual Communities in Sri Lanka with the threat of disseminating misinformation. The research findings revealed that while Fb VCoPs share knowledge related to diverse agricultural topics via different mediums to provide solutions to overcome the prevailing challenges in Sri Lankan agriculture, online misinformation threatens the sustainability of VCoPs. State interference, members' violent behaviour, and lack of diverse content decrease members' engagement. Research results highlight the importance of tackling the misinformation threat and the necessity of government support in developing the capacities of these VCoPs.","Illesinghe, Kasuni Sachithra.",Kasuni Illesinghe,2022,MSc,other,0.26038612635868774
Guelph,University of Guelph,The Use of Probiotic and Synbiotic Supplements in Mice Models and Poultry: Effects on Behavioural Management.,"Probiotics influence mood and social behaviour and could help manage gentle and severe feather pecking (GFP and SFP) in laying hens. While GFP is considered beneficial, SFP damages feather cover over time. In previous research, single-strain Lactobacillus rhamnosus reduced SFP under stressed conditions, and increased GFP overall, and multi-strain synbiotics could reduce SFP while providing other benefits. This thesis aims to assess the effect of a synbiotic containing Lactobacillus and Bifidobacterium on GFP, SFP, productivity, and body condition in hens. We first conducted a meta-analysis of Bifidobacterium's impact on stress response in mice. The synbiotic was then evaluated by supplementing stressed and non-stressed hens over four weeks. While Bifidobacterium reduced anxiety-like behaviour in mice in response to stress, the synbiotic did not reduce SFP in hens regardless of stress treatment. The synbiotic did change GFP's relationship to stress, which could play a role in hen's social behaviour and stress management.","Hughes, Gillian.",Gillian Hughes,2023,MSc,other,0.39288802590138816
Guelph,University of Guelph,The application of advanced statistical approaches to investigate the epidemiology and improve the surveillance of non-Typhoid salmonellosis associated with Salmonella Heidelberg and Salmonella Typhimurium in Ontario.,"In this thesis, I investigated the epidemiology of non-typhoid salmonellosis in Ontario in 2015, with a specific focus on Salmonella Typhimurium and S. Heidelberg. Data for each reported human case of S. Typhimurium and S. Heidelberg in Ontario in 2015 were analyzed through a series of research projects. Overall thesis objectives were to compare risk factors associated with each serotype, and to explore clusters and potential outbreaks in space, time, and space-time. Where relevant, human case data were combined with population and agricultural census data, and data for licensed meat plants (abattoirs) in Ontario. The application of various statistical models was explored to further understand the epidemiology of each of these serotypes, and to identify potential improvements to current processes for surveillance, cluster detection, and public health case and outbreak investigations. In comparing the epidemiology of these serotypes, several key findings were identified: 1) Using a case-case study design, consumption of sprouts was found to increase the odds of infection due to S. Heidelberg, relative to S. Typhimurium. Conversely, recent travel or contact with reptiles each increased the odds of infection with S. Typhimurium, relative to S. Heidelberg. 2) Using scan statistics, clusters of S. Heidelberg and S. Typhimurium were identified in space, time, and space-time, independent of molecular laboratory data. Clusters were validated and potential outbreaks identified using molecular and risk factor data. 3) Using scan statistics and focused spatial tests, clusters of S. Heidelberg were identified around several meat plants. Risk factor and molecular laboratory data provided evidence in support of implicated meat plants as a source of exposure. 4) Using mixed regression models, rates of S. Typhimurium and S. Heidelberg were found to be associated with agricultural and socioeconomic variables such as agricultural animal density, the proportion of married individuals, and labour participation, each of which may influence animal exposure and food consumption patterns, impacting the risk of exposure to Salmonella. This thesis demonstrates how identification and consideration of serotype-specific differences for Salmonella, and the use of geospatial methods for cluster detection, can be used to optimize and inform public health surveillance and disease prevention efforts.","Paphitis, Katherine.",Katherine Paphitis,2023,PhD,other,0.4434473426203298
